Judul;Konten;;Label
Banjir hingga Tanah Longsor Kepung Malang, BPBD : Tidak Ada Korban Jiwa;" Badan Penanggulangan Bencana Daerah (BPBD) Kota Malang tercatat hujan deras lebih dari dua jam membuat sejumlah bencana terjadi. Bencana mulai dari genangan air banjir, tanah longsor, hingga pohon tumbang terjadi merata di seluruh kecamatan di Kota Malang. Kepala BPBD Kota Malang Prayitno menjelaskan, di Kecamatan Klojen menjadi wilayah terparah terdampak banjir genangan air. Total delapan jalan dan permukiman di sekitarnya tergenang air genangan. ""Di Kecamatan Klojen, ada di Bareng RT 1 RW 7, Jalan Buring Dalam, Kelurahan Oro-oro Dowo, Jalan Galunggung dan Jalan Kawi Atas Kelurahan Gadingkasri, Jalan Pekalongan Dalam dan Jalan Veteran, Kelurahan Penanggungan, Jalan Ternate RW 2 dan Jalan Taman Riau RW 1, Kelurahan Kasin,"" kata Prayitno, dikonfirmasi MPI, pada Jumat malam. Selain di Kecamatan Klojen, banjir juga menggenangi wilayah Kecamatan Sukun tepatnya di Jalan Ir. Rais Gang IX RT 2 dan 3, RW 04, dimana ada 50 rumah tergenang. Banjir juga menggenangi Jalan Kebonsari RT 08 RW 1, Kelurahan Kebonsari. Sedangkan di Kecamatan Kedungkandang BPBD mencatat air menggenangi sepanjang Jalan Danau Toba, dan Jalan Kedawung, yang berada di Kecamatan Blimbing. ""Di Kecamatan Lowokwaru genangan air terjadi di Jalan Gajayana dan Jalan Bendungan Sigura-gura. Tanah longsor juga terjadi di Gang Keramat RT 8 RW 3, Kelurahan Kasin, Kecamatan Klojen, ini karena kondisi struktur tanah pada lokasi kejadian bersifat labil. Tim Kaji Cepat yang langsung menuju ke lokasi longsor untuk assesment terkait kerusakan, kerugian, dan sumber daya yang terdampak,"" jelasnya. Hujan deras disertai angin kencang juga membuat pohon jenis trambesi dengan panjang empat meter dengan diameter lebar kurang lebih 15 sentimeter di Jalan Ahmad Yani Utara, tepatnya depan Kelurahan Balearjosari tumbang. Tumbangnya pohon ini menimpa mobil yang sedang parkir dan sempat membuat arus lalu lintas di Jalan Raya  Surabaya tersendat ""Akibat kejadian ini menyebabkan kaca depan mobil Suzuki Ertiga retak. Tidak ada korban jiwa atau luka, karena mobil tengah parkir,"" ucapnya Satu pohon tumbang juga terjadi di Perumahan Bukit Villa Tidar, Kelurahan Merjosari, Kecamatan Lowokwaru, yang dilaporkan terjadi sekitar pukul 15.35 WIB. Pohon jenis trambesi dengan panjang 15 meter dan diameter 1,3 meter yang tumbang ini membuat kabel provider internet dan kabel PLN putus tertimpa pohon yang tumbang. ""Tim reaksi cepat BPBD sudah meluncur ke lokasi untuk mengecek dan mengevakuasi material pohonnya. Seluruh kerugian masih dalam perhitungan, untuk korban jiwa semuanya nihil,"" tukasnya.";;0
Angin Kencang Landa Bogor, 3 Pohon Tumbang hingga Atap Rumah Terbang;"BOGOR - Badan Penanggulangan Bencana Daerah (BPBD) Kota Bogor mencatat beberapa kejadian bencana akibat hujan dan angin kencang pada Jumat (24/3/2023). Kejadian itu mengakibatkan 3 pohon tumbang dan satu atap rumah tersapu angin. ""Ada 3 kejadian pohon tumbang dan satu atap umah warga yang terbawa angin kencang. Seluruhnya tidak ada korban jiwa,"" kata Kepala BPBD Kota Bogor Teofilo Patrocinio Freitas dalam keterangannya. Lokasi pohon tumbang pertama berada di Jalan Anggrek Raya, Kelurahan Kayu Manis, Kecamatan Tanah Sareal. Pohon petai cina setinggi 15 meter dengan diameter 30 sentimeter tumbang menutupi akses jalan warga, kabel optik dan kabel PLN. ""Assessment dan pemotongan pohon tumbang telah selesai dilaksanakan,"" ucapnya. Pohon tumbang kedua berada di wilayah Kelurahan Mekarwangi, Kecamatan Tanah Sareal. Pohon tumbang yang berjenis gandaria setinggi 10 meter dengan diameter 40 sentimeter ini tumbang menimpa kabel PLN dan Telkom hingga terputus. ""Pemotongan pohon tumbang juga telah selesai dilakukan oleh personil TRC-PB BPBD Kota Bogor di lokasi kejadian,"" katanya. Titik pohon tumbang ketiga adalah di Gang Melati, Kelurahan Kayu Manis, Kecamatan Tanah Sarel. Pohon tumbang jenis jambu setinggi 5 meter dengan diameter 30 sentimeter ini tumbang mengenai kabel Telkom dan menutupi akses jalan warga. Terakhir, Teo melanjutkan, atap rumah warga tersapu angin kencang di RT 02 RW 08, Kelurahan Kayumanis, Kecamatan Tanah Sarel. Kejadian angin kencang ini mengakibatkan atap rumah milik dihuni 1 KK dengan 4 jiwa pada bagian teras terbawa angin.";;0
Gunung Ili Lewotolok Erupsi, PVMBG Minta Warga Waspada Guguran Lava dan Awan Panas\; Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) melaporkan Gunung Ili Lewotolok di Lembata, Nusa Tenggara Timur (NTT), terjadi erupsi pada hari Jumat (24/3/2023) pukul 17.44 Wita. “Terjadi erupsi G. Ili Lewotolok pada hari Jumat, 24 Maret 2023, pukul 17:44 WITA. Tinggi kolom letusan teramati ± 700 m di atas puncak (± 2123 m di atas permukaan laut),” tulis PVMBG dalam keterangan resmi yang diterima. PVMBG mengatakan kolom abu teramati berwarna kelabu dengan intensitas tebal ke arah barat laut. Erupsi terekam di seismograf dengan amplitudo maksimum 36.9 mm dan durasi 54 detik. PVMBG pun meminta agar masyarakat di sekitar Gunung Ili Lewotolok maupun pengujung atau pendaki ataupun wisatawan agar tidak memasuki dan tidak melakukan aktivitas di dalam wilayah radius 2 km dari pusat aktivitas Gunung Ili Lewotolok. Sementara itu, PVMBG meminta masyarakat Desa Lamawolo, Desa Lamatokan, dan Desa Jontona agar selalu mewaspadai potensi ancaman bahaya dari guguran atau longsoran lava dan awan panas dari bagian timur puncak atau kawah Gunung Ili Lewotolok. “Untuk menghindari gangguan pernapasan (ISPA) maupun gangguan kesehatan Iainnya yang disebabkan oleh abu vulkanik maka masyarakat yang berada di sekitar Gunung Ili Lewotolok dapat menggunakan masker pelindung mulut dan hidung serta perlengkapan lain untuk melindungi mata dan kulit,” pinta PVMBG. Selain itu, PVMBG juga meminta masyarakat yang bermukim di sekitar lembah atau aliran sungai-sungai yang berhulu di puncak Gunung Ili Lewotolok agar selalu mewaspadai potensi ancaman bahaya lahar yang dapat terjadi terutama di saat musim hujan.;;0
Kembali Bertambah, Korban Meninggal Kebakaran Depo Pertamina Plumpang Jadi 33 Orang; Korban meninggal dunia akibat ebakaran hebat yang melanda Depo Pertamina Plumpang, Koja, Jakarta Utara, bertambah satu orang. Sehingga, total korban meninggal saat ini berjumlah 33 orang. Kepala Pelaksana Badan Penanggulangan Bencana Daerah (BPBD) DKI Jakarta, Isnama mengatakan, selain 33 orang korban meninggal, masih ada 11 orang yang masih dalam penanganan tim medis di satu rumah sakit. Pemprov DKI memastikan kondisi para korban dalam penanganan yang optimal. “Selama penanganan bencana tersebut, kami bersinergi dengan berbagai pihak untuk menyalurkan berbagai bantuan yang terdiri dari makanan, pakaian, obat-obatan dan berbagai kebutuhan dasar lainnya. Hal ini adalah upaya kami untuk memastikan pelayanan terbaik dan optimal untuk para korban,” ujar Isnawa dalam ketenangannya, Jumat (24/3/2023). Dalam pelayanan kependudukan di lokasi pengungsian, kata Isnawa, pihaknya telah melayani 442 layanan, di antaranya layanan cetak Kartu Tanda Penduduk (KTP), cetak Kartu Keluarga (KK), pendaftaran Identitas Kependudukan Digital (IKD), permohonan akta kelahiran dan kematian, serta konsultasi.;;0
Gunung Merapi Alami 37 Kali Gempa Guguran Hari Ini; Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) Badan Geologi Kementerian Energi dan Sumber Daya Mineral (ESDM) mencatat Gunung Merapi mengalami 37 kali gempa guguran sejak, Jumat (24/3/2023) dini hari. “37 kali gempa Guguran dengan amplitudo 4-18 mm dan lama gempa 25-152 detik. 25 kali gempa Hybrid/Fase Banyak dengan amplitudo 3-12 mm, S-P 0.5-0.6 detik dan lama gempa 4.1-7.5 detik. 2 kali gempa Vulkanik Dangkal dengan amplitudo 75 mm, dan lama gempa 7.5-12.6 detik,” tulis PVMBG dari laman resminya. PVMBG juga melaporkan gunung api terlihat jelas. Teramati asap kawah utama berwarna putih dengan intensitas tipis tinggi sekitar 50-100 meter dari puncak. Cuaca cerah, angin lemah ke arah barat. “Cuaca cerah, angin lemah ke arah barat. Suhu udara sekitar 18-22°C. Kelembaban 76-84%. Tekanan udara 768.9-920 mmHg.” Lebih lanjut, PVMBG mengatakan potensi bahaya saat ini berupa guguran lava dan awan panas pada sektor selatan-barat daya meliputi Sungai Boyong sejauh maksimal 5 km, Sungai Bedog, Krasak, Bebeng sejauh maksimal 7 km. Pada sektor tenggara meliputi Sungai Woro sejauh maksimal 3 km dan Sungai Gendol 5 km. “Sedangkan lontaran material vulkanik bila terjadi letusan eksplosif dapat menjangkau radius 3 km dari puncak,” ungkapnya. PVMBG juga meminta masyarakat agar tidak melakukan kegiatan apapun di daerah potensi bahaya. “Masyarakat agar mengantisipasi gangguan akibat abu vulkanik dari erupsi Gunung Merapi serta mewaspadai bahaya lahar terutama saat terjadi hujan di seputar Gunung Merapi.” “Jika terjadi perubahan aktivitas yang signifikan, maka status aktivitas Gunung Merapi akan segera ditinjau kembali,” tandasnya;;0
Banjir dan Longsor di Kabupaten Bandung Akibat Curah Hujan Tinggi;"   Bencana banjir dan longsor terjadi di wilayah Kabupaten Bandung akibat hujan deras yang mengguyur wilayah tersebut sejak Rabu 22 Maret 2023 malam sampai Kamis (23/3/2023) hari ini. ""Hujan deras yang mengguyur sejak Rabu malam sampai Kamis pagi, menyebabkan Sungai Citarum dan beberapa anak sungai meluap di wilayah Kabupaten Bandung, hingga menyebabkan banjir, longsor, dan rumah roboh,"" kata Kepala Pelaksana Badan Penanggulangan Bencana Daerah (BPBD) Kabupaten Bandung Uka Suska dilansir Antara. Banjir terjadi di Desa Buninagara dan Desa Cilame Serang Kecamatan Kutawaringin, di Komplek Cincin Permata Indah dan Warung Lobak (ketinggian air 20-160 cm), di Kecamatan Bojongsoang (ketinggian air di Cijagra 30-40 cm dan di Tegalluar 20-30 cm). Kemudian di Desa Tanggulun Kecamatan Ibun (ketinggian air 20-40 cm); Kampung Kaum Kecamatan Dayeuhkolot; Desa Rancamulya Kecamatan Pamengpeuk (ketinggian air 120 cm); Desa Soreang Kecamatan Soreang (ketinggian air 10-80 cm); Kecamatan Majalaya (ketinggian air 40-100 cm); Kecamatan Baleendah (ketinggian air 20 cm); serta Desa Pananjung Kecamatan Cangkuang. Dia menyebutkan bahwa di wilayah Soreang termasuk Komplek Cincin Permata Indah (CPI) kondisinya telah surut, dan tinggal pembersihan. ""Di Baleendah, Dayeuhkolot, dan Bojongsoang masih tergenang, kita fokuskan di daerah yang tergenang,"" ucapnya. Meski banjir terjadi bahkan hingga sedalam 160 cm dan memberikan dampak pada ratusan jiwa, BPBD mencatat masyarakat masih bertahan di rumah masing-masing dengan harapan banjir cepat surut. ""Jadi belum ada pengungsi. Namun, kami rekap dan kami salurkan bantuan logistik bagi korban terdampak,"" ucap dia. Adapun longsor terjadi di RW 06,13 dan 17 Desa Resmi Tinggal Kecamatan Kertasari; Kp Muara Pasir Kujang RW 8 Desa Buninagara Kecamatan Kutawaringin; lingkungan RT 06/RW 8 Kelurahan Jelekong Kecamatan Baleendah. Kemudian di Kampung Legok Kuda RT 03 RW 01 Desa Sukanagara Kecamatan Soreang; Kampung Pasir Batu RT 02 RW 13 Desa Karamat Mulya Soreang; serta di Jalan Raya Soreang - Ciwidey; Kampung Cipicung Rt 02 RW 13 Desa Sadu Kecamatan Soreang; RT 03 RW 12 Desa Cipinang dan RT 02 RW 04 Kampung Madur Desa Sukamaju Kecamatan Cimaung. Lalu, di RT 02 RW 01 Kp Cijagra dan RT 002 RW 013 Kp Gadung Desa Cilame Kecamatan Kutawaringin; Kampung Gunung Gelis Desa Sukamulya Kecamatan Kutawaringin; Kampung Pamoyanan dan Kampung Cikitu Desa Cikitu Kecamatan Pacet; Kp Kinangki RT 01 RW 010 Desa Nengkelan Kecamatan Ciwidey; Kampung Bojong Jambu RW 13 dan 14 Desa Sukawening Kecamatan Ciwidey. ""BPBD berkoordinasi dengan aparat setempat untuk menanggulangi longsor itu, termasuk di jalan Soreang - Ciwidey agar tidak mengganggu aktivitas masyarakat lainnya. Kami juga minta masyarakat tetap waspada karena Sungai Citarum terpantau ada di level awas. Dan kondisi cuaca mendung,"" tutur Uka menambahkan.";;0
Banjir dan Longsor Menerjang Bandung Barat di Hari Pertama Ramadhan;"   Banjir dan longsor menerjang wilayah Kabupaten Bandung akibat hujan deras yang mengguyur kawasan tersebut sejak Rabu malam 22 Maret 2023, hingga hari pertama Bulan Ramadhan, Kamis (23/3/2023). ""Hujan deras yang mengguyur sejak Rabu malam sampai Kamis pagi, menyebabkan Sungai Citarum dan beberapa anak sungai meluap di wilayah Kabupaten Bandung, hingga menyebabkan banjir, longsor, dan rumah roboh,"" kata Kepala Pelaksana Badan Penanggulangan Bencana Daerah (BPBD) Kabupaten Bandung Uka Suska dilansir dari Antara. Banjir terjadi di Desa Buninagara dan Desa Cilame Serang Kecamatan Kutawaringin, di Komplek Cincin Permata Indah dan Warung Lobak (ketinggian air 20-160 cm), di Kecamatan Bojongsoang (ketinggian air di Cijagra 30-40 cm dan di Tegalluar 20-30 cm). Kemudian di Desa Tanggulun Kecamatan Ibun (ketinggian air 20-40 cm); Kampung Kaum Kecamatan Dayeuhkolot; Desa Rancamulya Kecamatan Pamengpeuk (ketinggian air 120 cm); Desa Soreang Kecamatan Soreang (ketinggian air 10-80 cm); Kecamatan Majalaya (ketinggian air 40-100 cm); Kecamatan Baleendah (ketinggian air 20 cm); serta Desa Pananjung Kecamatan Cangkuang. Dia menyebutkan bahwa di wilayah Soreang termasuk Komplek Cincin Permata Indah (CPI) kondisinya telah surut, dan tinggal pembersihan. ""Di Baleendah, Dayeuhkolot, dan Bojongsoang masih tergenang, kita fokuskan di daerah yang tergenang,"" ucapnya. Meski banjir terjadi bahkan hingga sedalam 160 cm dan memberikan dampak pada ratusan jiwa, BPBD mencatat masyarakat masih bertahan di rumah masing-masing dengan harapan banjir cepat surut. ""Jadi belum ada pengungsi. Namun, kami rekap dan kami salurkan bantuan logistik bagi korban terdampak,"" ucap dia. Adapun longsor terjadi di RW 06,13 dan 17 Desa Resmi Tinggal Kecamatan Kertasari; Kp Muara Pasir Kujang RW 8 Desa Buninagara Kecamatan Kutawaringin; lingkungan RT 06/RW 8 Kelurahan Jelekong Kecamatan Baleendah. Kemudian di Kampung Legok Kuda RT 03 RW 01 Desa Sukanagara Kecamatan Soreang; Kampung Pasir Batu RT 02 RW 13 Desa Karamat Mulya Soreang; serta di Jalan Raya Soreang - Ciwidey; Kampung Cipicung Rt 02 RW 13 Desa Sadu Kecamatan Soreang; RT 03 RW 12 Desa Cipinang dan RT 02 RW 04 Kampung Madur Desa Sukamaju Kecamatan Cimaung. Lalu, di RT 02 RW 01 Kp Cijagra dan RT 002 RW 013 Kp Gadung Desa Cilame Kecamatan Kutawaringin; Kampung Gunung Gelis Desa Sukamulya Kecamatan Kutawaringin; Kampung Pamoyanan dan Kampung Cikitu Desa Cikitu Kecamatan Pacet; Kp Kinangki RT 01 RW 010 Desa Nengkelan Kecamatan Ciwidey; Kampung Bojong Jambu RW 13 dan 14 Desa Sukawening Kecamatan Ciwidey. ""BPBD berkoordinasi dengan aparat setempat untuk menanggulangi longsor itu, termasuk di jalan Soreang - Ciwidey agar tidak mengganggu aktivitas masyarakat lainnya. Kami juga minta masyarakat tetap waspada karena Sungai Citarum terpantau ada di level awas. Dan kondisi cuaca mendung,"" tutur Uka.";;0
Antisipasi Dampak Perubahan Iklim, Menteri Basuki Optimalkan 230 Bendungan Eksisting;" Menteri PUPR Basuki Hadimuldjono mengantisipasi bencana air akibat perubahan iklim di Indonesia dengan optimalisasi bendungan. Pihaknya terus mengoptimalkan operasi 230 bendungan eksisting dengan menerapkan teknologi prediksi curah hujan dan ketinggian air untuk dapat menentukan waktu pelepasan air bendungan secara akurat. Dia mengatakan berdasarkan data hidrologi yang tercatat di Indonesia, perubahan iklim dan tata guna lahan telah menyebabkan peningkatan intensitas curah hujan harian dan debit sungai secara signifikan. Hal tersebut memicu bencana terkait air di banyak wilayah di Indonesia. Padahal menurutnya secara geografis, Indonesia bukan merupakan salah satu wilayah yang dilalui oleh lintasan siklon tropis. Namun saat ini banyak siklon tropis yang terjadi di Indonesia dan secara tidak langsung berdampak pada kondisi cuaca. ""Kemudian, berdasarkan data dari Badan Nasional Penanggulangan Bencana (BNPB), banjir dan tanah longsor di Indonesia juga mengalami peningkatan yang signifikan sepanjang 2018-2021,” ujar Menteri Basuki dalam pernyataan tertulisnya, Kamis (23/3/2023). Antisipasi juga dilakukan dengan mengamankan lebih banyak kapasitas bendungan untuk menyimpan curah hujan yang berlebihan dan menyerap debit aliran keluar puncak. Sehingga jumlah air yang ada di hilir bisa lebih mudah di kontrol. Menteri Basuki menerangkan, dalam optimalisasi bendungan tersebut, Kementerian PUPR juga masih menghadapi beberapa tantangan. Berdasarkan data, sebagian besar dari 230 bendungan di Indonesia memiliki kapasitas penyimpanan kurang dari 50% dari aliran masuk tahunannya.";;0
Sungai Rokan Kanan Riau Meluap Rendam Permukiman, Warga Dievakuasi;" Empat wilayah di Kabupaten Rokan Hulu, Riau, terendam banjir akibat meluapnya air dari Sungai Rokan Kanan ke permukiman warga. Peristiwa itu terjadi pada Selasa, 21 Maret 2023. Merujuk laporan Pusat Pengendalian Operasi (Pusdalops) BNPB, wilayah terdampak banjir itu antara lain Desa Babussalam, Desa Pematang Berangan, Desa Koto Tinggi dan Kelurahan Pasir Pengairan yang berada di wilayah Kecamatan Rambah. ""Data sementara yang berhasil dikumpulkan, 999 Kepala Keluarga dan 999 rumah warga terendam banjir dengan ketinggian muka air antara 70 hingga 150 sentimeter. Selain itu, dua fasilitas ibadah dan beberapa segmen jalan pun ikut terendam,"" kata Plt Kepala Pusat Data, Informasi dan Komunikasi Kebencanaan BNPB, Abdul Muhari kepada awak media, Jakarta, Rabu (22/3/2023). Badan Penanggulangan Bencana Daerah (BPBD) Kabupaten Rokan Hulu bersama tim gabungan langsung menuju lokasi untuk melakukan pendataan, penanganan, dan mengevakuasi terdampak. ""Beberapa perahu karet diterjunkan untuk mempermudah pergerakan masyarakat,"" ucapnya. Menanggapi adanya potensi hujan lebat pada wilayah tersebut, BNPB mengimbau pemerintah daerah melakukan langkah-langkah kesiapsiagaan misalnya penguatan tanggul menggunakan sand bag disekitar daerah aliran sungai untuk mengurangi luapan debit air. ""Kemudian bagi masyarakat yang tinggal di sepadan sungai agar membentuk tim penanganan bencana tingkat desa, memantau informasi cuaca dan debit air sungai secara aktual untuk mengurangi potensi risiko ketika terjadi banjir,"" ujarnya.";;0
Gunung Merapi Alami 5 Kali Guguran Lava Pijar;" Kepala Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG), Hendra Gunawan, menyebut Gunung Merapi mencatat lima kali mengalami guguran lava pijar sejauh 1,6 kilometer ke arah Barat Daya. Hal itu sebagaimana pengamatan pada pada Rabu (22/3/2023) pukul 00.00-06.00 WIB. ""Gunung jelas, kabut 0-I, hingga kabut 0-III. Asap kawah bertekanan lemah teramati berwarna putih dengan intensitas tebal dan tinggi 20-50 m di atas puncak kawah. Teramati 5 kali guguran lava pijar dengan jarak luncur maksimal 1.600 meter ke arah barat daya,"" kata Hendra saat dikonfirmasi. Ia menjelaskan, PVMBG mencatat aktivitas kegempaan Gunung Merapi berupa awan panas guguran (APG) berjumlah 19 kali, Amplitudo 3-30 mm, Durasi 17.04-121.4 detik. Kemudian Hybrid/Fase Banyak Jumlah 17, Amplitudo 3-8 mm, S-P 0.5-0.9 detik, Durasi 5.36-7.4 detik. Selain itu, PVMBG mencatat aktivitas vulkanik dangkal berjumlah 8, Amplitudo 19-75 mm, Durasi 5.32-14.64 detik. Hendra melanjutkan, aktivitas Gunung Merapi masih berada di level III atau siaga.";;0
Gunung Api Ile Lewotolo Erupsi, Warga Diminta Jauhi Lokasi hingga 2 KM;" Gunung Api Ile Lewotolo yang terletak di bagian utara Pulau Lembata, Kabupaten Lembata, Nusa Tenggara Timur, mengalami erupsi. Erupsi yang terjadi pada pukul 05.17 WITA, Rabu ini (23/3/2023), memiliki kolom letusan hingga kurang lebih 400 meter di atas puncak. Berdasarkan informasi yang diunggah oleh akun media sosial Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) di @PVMBG_, tinggi letusan berada kurang lebih pada 1823 meter di atas permukaan laut. ""Kolom abu teramati berwarna kelabu dengan intensitas tebal ke arah barat laut. Erupsi terekam di seismograf dengan amplitudo maksimum 35.5 mm dan durasi 54 detik,"" ujar PVMBG dalam laman resminya, Rabu (23/3/2023). Guna menanggulangi efek buruk dari erupsi tersebut, PVMBG mengimbau Masyarakat di sekitar Gunung Ile Lewotolok maupun pengunjung/pendaki/wisatawan agar tidak memasuki dan tidak melakukan aktivitas di dalam wilayah radius 2 km dari pusat aktivitas gunung tersebut. ""Masyarakat Desa Lamawolo, Desa Lamatokan, dan Desa Jontona agar selalu mewaspadai potensi ancaman bahaya dari guguran/longsoran lava dan awan panas dari bagian timur puncak atau kawah Gunung Ile Lewotolok,"" lanjut PVMBG. Ihwal adanya abu vulkanik, PVMBG juga mengimbau masyarakat yang berada di sekitar Gunung tersebut, dapat menggunakan masker pelindung mulut dan hidung serta perlengkapan lain untuk melindungi mata dan kulit. Hal ini dilakukan untuk menghindari gangguan pernapasan (ISPA) maupun gangguan kesehatan Iainnya yang disebabkan oleh abu vulkanik. Sementara itu, PVMBG juga mengimbau agar masyarakat agar waspada adanya lahar yang nantinya akan mengaliri aliran sungai di sepanjang gunung tersebut. ""Masyarakat yang bermukim di sekitar lembah/aliran sungai-sungai yang berhulu di puncak Gunung Ile Lewotolok agar selalu mewaspadai potensi ancaman bahaya lahar yang dapat terjadi terutama di saat musim hujan,"" pungkas PVMBG.";;0
